article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
Т-3202,GOODS_STYLE,merkushina,1,Площадки,,Куртка с мехом и вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3275,GOODS_STYLE,merkushina,1,Площадки,,Брюки палаццо,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3230,GOODS_STYLE,merkushina,1,Площадки,,Брюки палаццо,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3272,GOODS_STYLE,merkushina,1,Площадки,,Юбка,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3197,GOODS_STYLE,merkushina,1,Площадки,,Юбка с вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3258,GOODS_STYLE,merkushina,1,Площадки,,Юбка с вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3233,GOODS_STYLE,merkushina,1,Площадки,,Юбка с вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3296,GOODS_STYLE,merkushina,1,Площадки,,Платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3297,GOODS_STYLE,merkushina,1,Площадки,,Платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3307А,GOODS_STYLE,merkushina,1,Площадки,,Платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-0000,GOODS_STYLE,merkushina,1,Площадки,,,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2234,GOODS_STYLE,merkushina,1,ИМ,,Платье - балон,18500.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2949,GOODS_STYLE,merkushina,1,ИМ,,Платье с вышивкой ласточка,15732.15,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3238,GOODS_STYLE,merkushina,1,ИМ,,Жакет из ткани шанель,5968.92,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3239,GOODS_STYLE,merkushina,1,ИМ,,Шорты из ткани шанель,2377.47,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3248,GOODS_STYLE,merkushina,1,ИМ,,Юбка Баска А-силуэт из сетки,4375.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3244,GOODS_STYLE,merkushina,1,ИМ,,Юбка из костюмной ткани,22752.94,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3254,GOODS_STYLE,merkushina,1,ИМ,,Платье А-силуэт декор буфами,13168.83,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3255,GOODS_STYLE,merkushina,1,ИМ,,Блуза декор буфами,6777.76,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3246А,GOODS_STYLE,merkushina,1,ИМ,,"Брюки классические со стрелками, длина 7",6980.37,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3246В,GOODS_STYLE,merkushina,1,ИМ,,"Брюки бананы с отворотами, с карманами",3377.32,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3069С,GOODS_STYLE,merkushina,1,ИМ,,"топ на тонких бретельках, шелк",18972.73,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3069,GOODS_STYLE,merkushina,1,ИМ,,"топ на тонких бретельках, шелк",9114.17,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2988А,GOODS_STYLE,merkushina,1,ИМ,,Брюки палаццо в полоску серые,7605.81,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2937,GOODS_STYLE,merkushina,1,ИМ,,"Брюки  Черный
шелковый бархат",9206.35,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2973С,GOODS_STYLE,merkushina,1,ИМ,,"Рубашка черный 
вышивка на кармане",3200.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3092С,GOODS_STYLE,merkushina,1,ИМ,,НакидкаЧерныйСтрейч-Бархат,3727.15,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3068,GOODS_STYLE,merkushina,1,ИМ,,"Брюки бархат
Стрейч бархат",2885.2,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3363,GOODS_STYLE,merkushina,1,ИМ,,Топ на тонких бретелях,548.09,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3363А,GOODS_STYLE,merkushina,1,ИМ,,Топ на тонких бретелях,856.19,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3342А,GOODS_STYLE,merkushina,1,ИМ,,Брюки  прямые из костюмной ткани,2921.98,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3360,GOODS_STYLE,merkushina,1,ИМ,,Брюки пижамные из экошелка,2328.63,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3361,GOODS_STYLE,merkushina,1,ИМ,,Жакет классический двубортный в полоску,6423.07,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3357,GOODS_STYLE,merkushina,1,ИМ,,Плащ больших форм,5411.63,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3423,GOODS_STYLE,merkushina,1,ИМ,,Платье Комбинация их экошелка,592.5,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3344,GOODS_STYLE,merkushina,1,ИМ,,Платье из шелка  отрезное по талии с юбк,30444.24,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3338А,GOODS_STYLE,merkushina,1,ИМ,,Блуза из кружева без карманов,4713.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3338В,GOODS_STYLE,merkushina,1,ИМ,,Блуза из кружева без карманов,4545.14,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3355А,GOODS_STYLE,merkushina,1,ИМ,,Блуза из шифона без подклада,20850.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3339А,GOODS_STYLE,merkushina,1,ИМ,,Платье из шифона без подклада с вышитым ,3472.5,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3357А,GOODS_STYLE,merkushina,1,ИМ,,Плащ больших форм,3679.85,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-000,GOODS_STYLE,merkushina,1,ИМ,,Платье комбинация,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-2993,GOODS_STYLE,mokeeva,1,2025,Гонтова,юбка н/п,10374.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2352С,GOODS_STYLE,mokeeva,1,2025,Казьмина,пальто,19595.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2993А,GOODS_STYLE,mokeeva,1,2025,Гонтова,жакет,22056.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
43-26,COLLECTION_STYLE,mokeeva,1,2025,Кулишова М,жакет,28672.0,1,,Y,38240.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2992,GOODS_STYLE,mokeeva,1,2025,Зарина,сарафан,14800.0,1,,Y,9714.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
35-15,COLLECTION_STYLE,mokeeva,1,2025,Олейник,блузон,12000.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1742,GOODS_STYLE,mokeeva,1,2025,Олейник,блузон Жаклин,11750.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3130А,GOODS_STYLE,mokeeva,1,2025,круиз 25,платье,18276.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3130В,GOODS_STYLE,mokeeva,1,2025,круиз 25,платье,15230.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3132,GOODS_STYLE,mokeeva,1,2025,круиз 25,Платье,15765.0,1,,Y,1650.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3131,GOODS_STYLE,mokeeva,1,2025,круиз 25,кейп,17594.0,1,,Y,2400.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3061С,GOODS_STYLE,mokeeva,1,2025,Кулишова М,пальто-халат,16953.6,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3063С,GOODS_STYLE,mokeeva,1,2025,Кулишова М,брюки,6480.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3062С,GOODS_STYLE,mokeeva,1,2025,Кулишова М,майка,8148.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
32-16,COLLECTION_STYLE,mokeeva,1,2025,Кузьмич Т,жакет,21180.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2560С,GOODS_STYLE,mokeeva,1,2025,Кузнецова О,ниж.юбка,2405.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
18-19,COLLECTION_STYLE,mokeeva,1,2025,Элиза Дубай,куртка,20180.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3129,GOODS_STYLE,mokeeva,1,2025,круиз 25,жакет,23535.0,1,,Y,2880.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3128Д,GOODS_STYLE,mokeeva,1,2025,круиз 25,жакет,18240.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2052,GOODS_STYLE,mokeeva,1,2025,Батурина,юбка батист,4875.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-2401В,GOODS_STYLE,mokeeva,1,2025,Черник,брюки,8195.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
44-18,COLLECTION_STYLE,mokeeva,1,2025,Янина Ю,пальто,22562.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
31-3442,COLLECTION_STYLE,mokeeva,1,2025,Дакота,платье микс,10140.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3156В,GOODS_STYLE,mokeeva,1,2025,Кулишова Н,брюки,3500.0,1,,Y,469.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3154А,GOODS_STYLE,mokeeva,1,2025,Кулишова Н,рубашка,5100.0,1,,Y,1020.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
43-13,COLLECTION_STYLE,mokeeva,1,2025,Крушинская,брюки,11000.0,1,,Y,10860.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
17-17,COLLECTION_STYLE,mokeeva,1,2025,Дара Влада,платье,43787.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-03,COLLECTION_STYLE,mokeeva,1,2025,Ева Матвеевна,брюки,6787.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3026,GOODS_STYLE,mokeeva,1,2025,Бакунина ИМ,брюки,10000.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
29-35,COLLECTION_STYLE,mokeeva,1,2025,Амина,юбка дюшес,21832.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3270А,GOODS_STYLE,mokeeva,1,2025,осен.капсула 25,платье,14575.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3295,GOODS_STYLE,mokeeva,1,2025,НГ капсула,платье с драпиров S,12000.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3302В,GOODS_STYLE,mokeeva,1,2025,НГ капсула,платье-кейп,12000.0,1,,Y,1760.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3302А,GOODS_STYLE,mokeeva,1,2025,НГ капсула,платье-кейп,12000.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3302,GOODS_STYLE,mokeeva,1,2025,НГ капсула,платье-кейп,12000.0,1,,Y,1760.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3257С,GOODS_STYLE,mokeeva,1,2025,Сазонова,юбка,10747.0,1,,Y,696.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3309,GOODS_STYLE,mokeeva,1,2025,Казьмина А,ПЕРЕДЕЛКА платье,3800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
30-16,COLLECTION_STYLE,mokeeva,1,2025,Климова Е,юбка,9256.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
30-17,COLLECTION_STYLE,mokeeva,1,2025,Климова Е,юбка,10744.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-16,COLLECTION_STYLE,mokeeva,1,2026,МД повтор,боди,41400.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3317L,GOODS_STYLE,mokeeva,1,2026,МД пижамы,рубашка пжамная,38130.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3417,GOODS_STYLE,mokeeva,1,2026,МД запуск,юбка н/п по 41-09,38752.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3079L,GOODS_STYLE,mokeeva,1,2026,МД повтор НГ,платье,33879.6,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3079S,GOODS_STYLE,mokeeva,1,2026,МД повтор НГ,платье,33879.6,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3329,GOODS_STYLE,mokeeva,1,2026,МД пижамы,шорты,19454.8,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3418,GOODS_STYLE,mokeeva,1,2026,МД запуск,жакет н/п по 41-09,69880.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2419,GOODS_STYLE,mokeeva,1,2026,Катлинская,брюки,40149.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-2185,GOODS_STYLE,mokeeva,1,2026,Кузьмич М,брюки пижамные,53449.2,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3390А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,жакет,40601.6,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3354А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,юбка,33453.45,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3413А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,платье,35315.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3404А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,платье туника,23895.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3408А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,бомбер,38546.0,1,,Y,1503.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3410А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,брюки,28207.0,1,,Y,1080.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3410,GOODS_STYLE,mokeeva,1,2026,Круиз 26,брюки,21401.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3381А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,платье,58849.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3411,GOODS_STYLE,mokeeva,1,2026,Круиз 26,платье,17174.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3393А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,рубашка,19441.0,1,,Y,1143.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3394А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,юбка шорты,12480.0,1,,Y,873.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3399А,GOODS_STYLE,mokeeva,1,2026,Круиз 26,платье,27279.0,1,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3054А,GOODS_STYLE,mokeeva,1,2026,Фомина,платье,54928.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3373С,GOODS_STYLE,mokeeva,1,2026,Влада,шорты,4685.0,1,,Y,336.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3373,GOODS_STYLE,mokeeva,1,2026,Владимирова,шорты,4563.0,1,,Y,630.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2493,GOODS_STYLE,mokeeva,1,2026,Дакота,платье,30911.0,1,,Y,1420.0,FULL,LOW,Y,Y,SUPPORTS_COLLECTION,N,YES
0-3368,GOODS_STYLE,mokeeva,1,2026,Любовь Ницца,блузон,29004.0,1,,Y,2839.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3369,GOODS_STYLE,mokeeva,1,2026,Любовь Ницца,брюки,26878.5,1,,Y,2040.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3370,GOODS_STYLE,mokeeva,1,2026,Любовь Ницца,топ,16555.0,1,,Y,7239.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3416,GOODS_STYLE,mokeeva,1,2026,Майорова,брюки,16236.0,1,,Y,1600.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3134А,GOODS_STYLE,mokeeva,1,2026,Мусатова,шорты,13162.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3373А,GOODS_STYLE,mokeeva,1,2026,Резеда,шорты,4988.0,1,,Y,1701.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3378В,GOODS_STYLE,mokeeva,1,2026,Сазонова,блуза,16878.0,1,,Y,1752.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3371В,GOODS_STYLE,mokeeva,1,2026,Филимонова,рубашка,15831.75,1,,Y,1648.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3373В,GOODS_STYLE,mokeeva,1,2026,Филимонова,шорты,11964.0,1,,Y,714.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3454,GOODS_STYLE,mokeeva,1,2026,Гонтова,юбка,8402.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3386,GOODS_STYLE,mokeeva,1,2026,Кулишова,брюки,,0,,Y,2182.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3370А,GOODS_STYLE,mokeeva,1,2026,Кулишова,топ,,0,,Y,4128.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
13-28,COLLECTION_STYLE,mokeeva,1,2026,Фомина,платье,48774.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
44-20,COLLECTION_STYLE,embroidery,1,2024-2026,Кулишова,накидка,,0,8.0,Y,11120.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
26-16,COLLECTION_STYLE,embroidery,1,2024-2026,Кузнецова,платье,,0,3.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3009,GOODS_STYLE,embroidery,1,2024-2026,Хоба,куртка,,0,2.0,Y,6510.0,FULL,MED,Y,Y,SUPPORTS_COLLECTION,N,YES
44-23,COLLECTION_STYLE,embroidery,1,2024-2026,Вита,брюки,,0,2.0,N,,,,N,N,ORPHAN_COST,N,YES
28-18,COLLECTION_STYLE,embroidery,1,2024-2026,Клшевич,платье,,0,0.5,N,,,,N,N,ORPHAN_COST,N,YES
38-14,COLLECTION_STYLE,embroidery,1,2024-2026,Клиент,блузон,,0,3.0,N,,,,N,N,ORPHAN_COST,N,YES
40-24,COLLECTION_STYLE,embroidery,1,2024-2026,Клиент,платье,,0,2.0,N,,,,N,N,ORPHAN_COST,N,YES
46-28,COLLECTION_STYLE,embroidery,1,2024-2026,Коллекция,платье,,0,5.0,N,,,,N,N,ORPHAN_COST,N,YES
0-1387,GOODS_STYLE,embroidery,1,2024-2026,интернет магазин,юбка,,0,1.5,N,,,,N,N,ORPHAN_COST,N,YES
Т-1387,GOODS_STYLE,embroidery,1,2024-2026,интернет магазин,юбка,,0,1.5,N,,,,N,N,ORPHAN_COST,N,YES
43-22,COLLECTION_STYLE,embroidery,1,2024-2026,Уланова (Жукова А),платье,,0,4.5,Y,25980.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
33-20,COLLECTION_STYLE,embroidery,1,2024-2026,МД,платье,,0,115.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3412,GOODS_STYLE,embroidery,1,2024-2026,Меркушина Т,комбинезон,,0,1.0,Y,1260.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
26-08,COLLECTION_STYLE,embroidery,1,2024-2026,Крушинская,жакет,,0,,N,,,,N,N,ORPHAN_COST,N,YES
