formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0384,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4341,#DIV/0!,SUM(H4341:I4341),,,,,Propagated from upstream error,I4341,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0385,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4365,#DIV/0!,SUM(H4365:I4365),,,,,Propagated from upstream error,I4365,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0386,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4373,#DIV/0!,SUM(H4373:I4373),,,,,Propagated from upstream error,I4373,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0387,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4381,#DIV/0!,SUM(H4381:I4381),,,,,Propagated from upstream error,I4381,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0388,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4429,#DIV/0!,SUM(H4429:I4429),,,,,Propagated from upstream error,I4429,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0389,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4437,#DIV/0!,SUM(H4437:I4437),,,,,Propagated from upstream error,I4437,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0390,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4445,#DIV/0!,SUM(H4445:I4445),,,,,Propagated from upstream error,I4445,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0391,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4453,#DIV/0!,SUM(H4453:I4453),,,,,Propagated from upstream error,I4453,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0392,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4461,#DIV/0!,SUM(H4461:I4461),,,,,Propagated from upstream error,I4461,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0393,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4469,#DIV/0!,SUM(H4469:I4469),,,,,Propagated from upstream error,I4469,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0394,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4477,#DIV/0!,SUM(H4477:I4477),,,,,Propagated from upstream error,I4477,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0395,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4485,#DIV/0!,SUM(H4485:I4485),,,,,Propagated from upstream error,I4485,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0396,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4493,#DIV/0!,SUM(H4493:I4493),,,,,Propagated from upstream error,I4493,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0397,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4501,#DIV/0!,SUM(H4501:I4501),,,,,Propagated from upstream error,I4501,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0398,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4509,#DIV/0!,SUM(H4509:I4509),,,,,Propagated from upstream error,I4509,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0399,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4517,#DIV/0!,SUM(H4517:I4517),,,,,Propagated from upstream error,I4517,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0400,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4525,#DIV/0!,SUM(H4525:I4525),,,,,Propagated from upstream error,I4525,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0401,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4533,#DIV/0!,SUM(H4533:I4533),,,,,Propagated from upstream error,I4533,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0402,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2025,J4541,#DIV/0!,SUM(H4541:I4541),,,,,Propagated from upstream error,I4541,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
