field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-1252,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,36,ИТОГО,итого,amount,Финансовая операция,number,62,72,86.1,38,61.3,Нет,5,0,,,24,186,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1253,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,табель,visible,1,Высокая,37,Примечание,примечание,comment,Комментарий,text,11,72,15.3,11,100,Да,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечание,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1254,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Новикова,visible,24,Низкая,1,6,6,unclassified,Не классифицировано,number,1,6,16.7,1,100,Нет,0,0,,,35,35,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,6,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1255,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Новикова,visible,24,Низкая,2,28 мая / 29 мая,28_мая_29_мая,unclassified,Не классифицировано,text,1,6,16.7,1,100,Нет,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,28_мая_29_мая,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1256,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Новикова,visible,24,Низкая,3,ДМ примерка коллекции,дм_примерка_коллекции,collection_id; unit,Коллекция; Материал,empty,0,6,0,0,,Да,0,0,,,,,Обычные внутренние,ERP / WMS; PLM,ERP / WMS; PLM,data_quarantine,,дм_примерка_коллекции,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1257,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Олейник,visible,2,Средняя,1,Отчет Олейник Е. за май 2026 / Дата,отчет_олейник_е_за_май_2026_дата,unclassified,Не классифицировано,date,12,16,75,12,100,Нет,0,0,2026-04-04,2026-05-28,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,отчет_олейник_е_за_май_2026_дата,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1258,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Олейник,visible,2,Средняя,2,Кол-во часов,кол_во_часов,hours,Производственная операция,number,12,16,75,4,33.3,Нет,4,0,,,0.5,10,Обычные внутренние,MES / ERP,MES,operation_ledger,operation_id,operation_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test,Производство,Draft
FLD-1259,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Олейник,visible,2,Средняя,3,Описание работы,описание_работы,product_name,SKU,text,11,16,68.8,11,100,Да,0,0,,,,,Обычные внутренние,MDM / PLM / ERP,MDM/ERP,canonical_sku_master,canonical_sku,canonical_sku,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,Продукт/коммерция,Draft
FLD-1260,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Быкова,visible,2,Средняя,1,Быкова Е. за апрель 2026 / Дата,быкова_е_за_апрель_2026_дата,unclassified,Не классифицировано,date,1,2,50,1,100,Нет,0,0,2026-04-22,2026-04-22,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,быкова_е_за_апрель_2026_дата,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1261,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Быкова,visible,2,Средняя,2,Время,время,hours,Производственная операция,text,2,2,100,2,100,Нет,0,0,,,,,Обычные внутренние,MES / ERP,MES,operation_ledger,operation_id,operation_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,Производство,Draft
FLD-1262,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Быкова,visible,2,Средняя,3,"Интервал, ч",интервал_ч,unclassified,Не классифицировано,number,2,2,100,1,50,Нет,0,0,,,3,3,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,интервал_ч,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1263,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Быкова,visible,2,Средняя,4,Описание деятельности,описание_деятельности,product_name,SKU,text,2,2,100,2,100,Нет,0,0,,,2250,2250,Обычные внутренние,MDM / PLM / ERP,MDM/ERP,canonical_sku_master,canonical_sku,canonical_sku,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,Продукт/коммерция,Draft
FLD-1264,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,отчет Быкова,visible,2,Средняя,5,Примечания,примечания,comment,Комментарий,text,1,2,50,1,100,Нет,0,0,,,,,Обычные внутренние,В контексте первичного регистра,В контексте первичного регистра,data_quarantine,,примечания,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-1265,FILE-034,VER-019-011,ЗП за май 2026.xlsx,Персонал и оплата труда,Отчет В2В,visible,34,Низкая,1,2024-10-01 00:00:00 / 2024-11-19 00:00:00,2024_10_01_00_00_00_2024_11_19_00_00_00,unclassified,Не классифицировано,date,67,115,58.3,57,85.1,Нет,0,0,2024-11-01,2026-04-28,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2024_10_01_00_00_00_2024_11_19_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
