decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-01231,Material master,MAT-DRAFT-0471,Unlinked,1 строк; 6300.00 руб.; 4P-003,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01232,Material master,MAT-DRAFT-0472,Unlinked,2 строк; 30250.00 руб.; 4A-096,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01233,Material master,MAT-DRAFT-0473,Unlinked,2 строк; 30250.00 руб.; 4A-097,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01234,Material master,MAT-DRAFT-0474,Unlinked,3 строк; 72950.00 руб.; 4A-095,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01235,Material master,MAT-DRAFT-0475,Unlinked,3 строк; 66850.00 руб.; 4A-091,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01236,Material master,MAT-DRAFT-0476,Unlinked,3 строк; 30250.00 руб.; 4A-092,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01237,Material master,MAT-DRAFT-0477,Unlinked,1 строк; 2640.00 руб.; 4P-018,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01238,Material master,MAT-DRAFT-0479,Unlinked,1 строк; 12600.00 руб.; 4P-028,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01239,Material master,MAT-DRAFT-0480,Unlinked,1 строк; 6090.00 руб.; 4P-023,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01240,Material master,MAT-DRAFT-0481,Unlinked,1 строк; 36300.00 руб.; 4A-099,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01241,Material master,MAT-DRAFT-0482,Unlinked,1 строк; 36300.00 руб.; 4A-098,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01242,Material master,MAT-DRAFT-0483,Unlinked,1 строк; 26460.00 руб.; 4A-110,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01243,Material master,MAT-DRAFT-0484,Unlinked,1 строк; 36300.00 руб.; 4A-100,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01244,Material master,MAT-DRAFT-0485,Unlinked,1 строк; 26460.00 руб.; 4A-111,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01245,Material master,MAT-DRAFT-0486,Unlinked,2 строк; 28500.00 руб.; 4A-022,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01246,Material master,MAT-DRAFT-0487,Unlinked,1 строк; 9900.00 руб.; 4A-006,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01247,Material master,MAT-DRAFT-0488,Unlinked,1 строк; 7950.00 руб.; 4A-007,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01248,Material master,MAT-DRAFT-0489,Unlinked,2 строк; 18750.00 руб.; 4A-021,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01249,Material master,MAT-DRAFT-0491,Unlinked,1 строк; 19080.00 руб.; 4-044,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-01250,Material master,MAT-DRAFT-0492,Unlinked,1 строк; 8100.00 руб.; 4P-004,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01251,Material master,MAT-DRAFT-0493,Unlinked,1 строк; 4650.00 руб.; 4P-012,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Средний,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,2,Wave 3 (61–90 дней)
DEC-01252,Material master,MAT-DRAFT-0494,Unlinked,1 строк; 46500.00 руб.; 4A-105,"Подтвердить карточку, UOM, состав, цвет, поставщика и правила объединения",Закупки + склад,Высокий,Material aging; BOM; procurement; actual usage,Остатки ткани 31.05.2026,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
